row_no,name,trade,qty,rate,amount,advance,total,_source_file,_folder,_project,deductions,net
20,Kamran Khan,Helper,TBD,600.0,12000.0,3600.0,8400.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
21,Farooq Malik,Plumber,21,1100.0,23100.0,6930.0,16170.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
22,Arif Raza,Electrician,16,1200.0,19200.0,0.0,19200.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
23,Asif Qureshi,Welder,25,,,0.0,27500.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
24,Usman Raza,Site Engineer,21,2500.0,52500.0,0.0,52500.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
25,Usman Butt,Helper,15,600.0,9000.0,0.0,9000.0,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Feb2007.xlsx,labour_wages,SATTI_MALL,,
Month: February 2008,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,,
1,Tariq Raza,Welder,22,1100.0,,,24200.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,0/-,24200
2,Farooq Malik,Electrician,17,1200.0,,,20400.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,0,20400
3,Zahid Ansari,Welder,27,1100.0,,,,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,0,29700
4,Arif Sheikh,Mason,16,900.0,,,14400.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,4320,10080
5,Javed Khan,Supervisor,27,1800.0,,,48600.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,PKR 0,48600
6,Javed Mirza,Electrician,23,1200.0,,,,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,8280,19320
7,Kamran Khan,Carpenter,28,1000.0,,,28000.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,0,28000
8,Kamran Mirza,Welder,22,,,,24200.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,,24200
9,Usman Malik,Welder,24,1100.0,,,26400.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,0/-,"26,400/-"
10,Muhammad Khan,Security Guard,28,700.0,,,19600.0,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,5880,13720
,,,,,,,,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Feb2008.xlsx,labour_wages,SATTI_MALL,Approved:,
Month: May 2006,,,,,,,,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
1,Bilal Sheikh,Painter,17,850.0,14450.0,0.0,14450.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
2,Hamid Qureshi,Site Engineer,19,2500.0,47500.0,0.0,,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
3,Asif Chaudhry,Electrician,15,1200.0,18000.0,0.0,18000.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
4,Tariq Butt,Plumber,,1100.0,18700.0,5610.0,13090.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
5,Farooq Raza,Helper,19,600.0,11400.0,3420.0,7980.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
6,Farooq Raza,Mason,26,900.0,23400.0,7020.0,16380.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
7,Asif Malik,Welder,21,1100.0,23100.0,0.0,23100.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
8,Asif Chaudhry,Mason,14,900.0,12600.0,6300.0,6300.0,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_May2006.xlsx,labour_wages,SATTI_MALL,,
Month: May 2007,,,,,,,,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,,
1,Bilal Ansari,Electrician,17,1200.0,,,20400.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,20400
2,Muhammad Khan,Welder,20,1100.0,,,22000.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,11000,11000
3,Arif Khan,Carpenter,15,1000.0,,,15000.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,15000
4,Ahmad Khan,Painter,17,850.0,,,14450.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,TBD,14450
5,Tariq Ali,Helper,24,600.0,,,14400.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,14400
6,Hamid Mirza,Security Guard,19,700.0,,,13300.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,13300
7,Muhammad Khan,Security Guard,TBD,700.0,,,19600.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,19600
8,Rizwan Chaudhry,Site Engineer,PKR 25,,,,62500.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,62500
9,Zahid Mirza,Painter,28,850.0,,,23800.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0/-,23800
10,Nasir Khan,Electrician,23,1200.0,,,27600.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,27600
11,Javed Qureshi,Supervisor,24,1800.0,,,,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,21600,21600
12,Usman Ansari,Carpenter,PKR 17,1000.0,,,17000.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,PKR 0,17000
13,Nasir Mirza,Carpenter,18,1000.0,,,18000.0,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,0,18000
,,,,,,,,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_May2007.xlsx,labour_wages,SATTI_MALL,Approved:,
Month: November 2006,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
1,Farooq Malik,Plumber,25,1100.0,27500.0,0.0,27500.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
2,Rizwan Ali,Painter,27,850.0,22950.0,0.0,22950.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
3,Javed Qureshi,Site Engineer,27,2500.0,67500.0,20250.0,47250.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
4,Zahid Chaudhry,Helper,23,600.0,13800.0,0.0,13800.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
5,Bilal Qureshi,Welder,19,1100.0,20900.0,0.0,20900.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
6,Ahmad Mirza,Supervisor,19,1800.0,34200.0,0.0,34200.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
7,Javed Khan,Security Guard,19,700.0,13300.0,0.0,13300.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
8,Bilal Raza,Carpenter,25/-,1000.0,,7500.0,17500.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
9,Bilal Khan,Electrician,27,1200.0,32400.0,9720.0,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
10,Usman Sheikh,Welder,24,1100.0,26400.0,7920.0,18480.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
11,Bilal Mirza,Welder,15,1100.0,16500.0,0.0,16500.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
12,Arif Butt,Security Guard,16,700.0,11200.0,3360.0,7840.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
13,Ahmad Sheikh,Security Guard,15,700.0,10500.0,,10500.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
14,Rizwan Butt,Mason,15,900.0,13500.0,6750.0,6750.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
15,Bilal Qureshi,Supervisor,18,1800.0,32400.0,16200.0,16200.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
16,Farooq Raza,Welder,18,1100.0,19800.0,5940.0,13860.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
17,Ahmad Ansari,Security Guard,23,700.0,16100.0,,11270.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
18,Usman Malik,Security Guard,16,700.0,11200.0,0.0,11200.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
19,Usman Mirza,Site Engineer,26,2500.0,65000.0,32500.0,32500.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
20,Farooq Chaudhry,Helper,16,600.0,9600.0,4800.0,4800.0,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Nov2006.xlsx,labour_wages,SATTI_MALL,,
Month: November 2007,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
1,Kamran Khan,Helper,24/-,600.0,14400.0,7200.0,7200.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
2,Muhammad Khan,Security Guard,27,,18900.0,5670.0,13230.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
3,Usman Sheikh,Supervisor,26,,46800.0,0.0,46800.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
4,Ahmad Qureshi,Welder,24,1100.0,26400.0,7920.0,18480.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
5,Asif Malik,Helper,22,600.0,13200.0,3960.0,9240.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
6,Javed Mirza,Security Guard,27,700.0,18900.0,0.0,18900.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
7,Farooq Sheikh,Welder,17,1100.0,18700.0,0.0,18700.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
8,Nasir Ali,Helper,PKR 17,600.0,,5100.0,5100.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
9,Muhammad Ansari,Security Guard,14,700.0,9800.0,4900.0,4900.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
10,Farooq Malik,Welder,22,1100.0,24200.0,0.0,24200.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
11,Zahid Mirza,Helper,PKR 22,600.0,13200.0,0.0,13200.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
12,Arif Raza,Helper,28,600.0,16800.0,0.0,16800.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
13,Nasir Mirza,Security Guard,24,700.0,16800.0,8400.0,8400.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
14,Usman Khan,Welder,17,1100.0,18700.0,0.0,18700.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
15,Ahmad Butt,Carpenter,22,1000.0,,0.0,22000.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
16,Kamran Ali,Helper,16,600.0,9600.0,2880.0,6720.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
17,Muhammad Ansari,Supervisor,14,1800.0,25200.0,0.0,25200.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
18,Sajid Ansari,Painter,19,850.0,16150.0,0.0,16150.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
19,Arif Khan,Plumber,PKR 25,1100.0,27500.0,,13750.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
20,Usman Raza,Helper,19,600.0,11400.0,3420.0,,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
21,Zahid Qureshi,Welder,17,1100.0,18700.0,5610.0,13090.0,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
,,,,,,,,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_MALL_Labour_Nov2007.xlsx,labour_wages,SATTI_MALL,,
Month: April 2011,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
1,Arif Chaudhry,Mason,PKR 28,900.0,25200.0,7560.0,17640.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
2,Kamran Sheikh,Electrician,23,1200.0,,8280.0,19320.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
3,Hamid Qureshi,Electrician,24,,28800.0,8640.0,20160.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
4,Farooq Butt,Site Engineer,15,2500.0,37500.0,18750.0,18750.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
5,Bilal Ali,Helper,PKR 14,600.0,,2520.0,5880.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
6,Hamid Qureshi,Mason,25,900.0,22500.0,,22500.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
7,Bilal Mirza,Plumber,25,1100.0,27500.0,8250.0,19250.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
8,Hamid Ali,Helper,21,600.0,12600.0,,6300.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
9,Zahid Chaudhry,Welder,15,1100.0,16500.0,4950.0,11550.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
10,Zahid Sheikh,Supervisor,,1800.0,,0.0,46800.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
11,Kamran Sheikh,Supervisor,23,,41400.0,20700.0,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
12,Ahmad Mirza,Site Engineer,26,2500.0,65000.0,0.0,65000.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
13,Javed Butt,Carpenter,TBD,1000.0,18000.0,5400.0,12600.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
14,Usman Mirza,Welder,28,,30800.0,0.0,30800.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
15,Farooq Ansari,Carpenter,16,1000.0,16000.0,0.0,16000.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
16,Hamid Ali,Security Guard,TBD,700.0,14000.0,4200.0,9800.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
17,Nasir Malik,Security Guard,20,700.0,14000.0,0.0,14000.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
18,Farooq Sheikh,Welder,26,1100.0,28600.0,0.0,28600.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
19,Kamran Khan,Painter,17,850.0,14450.0,4335.0,10115.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
20,Bilal Ali,Site Engineer,18,2500.0,45000.0,22500.0,22500.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
21,Usman Sheikh,Painter,PKR 17,850.0,14450.0,0.0,14450.0,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2011.xlsx,labour_wages,SATTI_PLAZA,,
Month: April 2012,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
1,Arif Khan,Site Engineer,21,2500.0,52500.0,0.0,52500.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
2,Muhammad Ansari,Painter,19,850.0,16150.0,0.0,16150.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
3,Farooq Mirza,Security Guard,14,700.0,9800.0,0.0,9800.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
4,Kamran Sheikh,Security Guard,24,700.0,16800.0,0.0,16800.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
5,Nasir Chaudhry,Supervisor,25,1800.0,45000.0,0.0,45000.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
6,Sajid Chaudhry,Site Engineer,28,2500.0,70000.0,0.0,70000.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
7,Rizwan Malik,Helper,17,600.0,10200.0,0.0,10200.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
8,Farooq Butt,Mason,17,900.0,15300.0,4590.0,10710.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
9,Usman Malik,Helper,14,600.0,8400.0,0.0,8400.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
10,Usman Butt,Welder,22,1100.0,24200.0,0.0,24200.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
11,Kamran Malik,Security Guard,17,700.0,11900.0,0.0,11900.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
12,Ahmad Ali,Site Engineer,20,2500.0,50000.0,0.0,50000.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
13,Asif Qureshi,Supervisor,25,1800.0,45000.0,0.0,45000.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
14,Nasir Malik,Painter,PKR 23,850.0,19550.0,5865.0,13685.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
15,Ahmad Ali,Carpenter,23,1000.0,23000.0,0.0,23000.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
16,Kamran Raza,Site Engineer,17/-,2500.0,42500.0,12750.0,29750.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
17,Asif Malik,Carpenter,18,1000.0,18000.0,5400.0,12600.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
18,Ahmad Butt,Site Engineer,27,2500.0,67500.0,20250.0,47250.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
19,Tariq Khan,Painter,22,850.0,18700.0,0.0,18700.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
20,Kamran Ansari,Painter,27/-,850.0,22950.0,6885.0,16065.0,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2012.xlsx,labour_wages,SATTI_PLAZA,,
Month: April 2013,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
1,Sajid Ali,Mason,28,900.0,25200.0,7560.0,17640.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
2,Ahmad Malik,Helper,20,600.0,12000.0,0.0,12000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
3,Asif Butt,Carpenter,22,1000.0,22000.0,0.0,22000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
4,Kamran Butt,Electrician,PKR 22,1200.0,,7920.0,18480.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
5,Bilal Chaudhry,Helper,22,600.0,13200.0,,9240.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
6,Bilal Sheikh,Mason,28,900.0,25200.0,0.0,25200.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
7,Usman Malik,Site Engineer,22/-,,55000.0,0.0,55000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
8,Farooq Mirza,Security Guard,24,700.0,16800.0,5040.0,11760.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
9,Arif Raza,Plumber,16,1100.0,17600.0,0.0,17600.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
10,Sajid Khan,Painter,15,850.0,12750.0,0.0,12750.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
11,Bilal Mirza,Welder,20,1100.0,22000.0,6600.0,15400.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
12,Bilal Butt,Carpenter,25,1000.0,25000.0,0.0,25000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
13,Usman Sheikh,Electrician,14,1200.0,16800.0,0.0,16800.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
14,Zahid Chaudhry,Welder,19,1100.0,,0.0,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
15,Kamran Ali,Painter,28,850.0,23800.0,0.0,23800.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
16,Javed Malik,Carpenter,24,1000.0,24000.0,0.0,24000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
17,Rizwan Butt,Supervisor,25,1800.0,45000.0,22500.0,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
18,Sajid Butt,Helper,20/-,600.0,12000.0,0.0,12000.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
19,Bilal Ansari,Mason,19,,17100.0,0.0,17100.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
20,Arif Qureshi,Welder,27/-,1100.0,29700.0,0.0,29700.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
21,Tariq Ansari,Plumber,25,1100.0,27500.0,13750.0,13750.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
22,Muhammad Sheikh,Supervisor,23,1800.0,41400.0,0.0,41400.0,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
,,,,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
Prepared by:,,,Checked by:,,,,,labour_wages\SATTI_PLAZA_Labour_Apr2013.xlsx,labour_wages,SATTI_PLAZA,,
